Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
6275db11-d13f-3576-ca29-c3f6247ac2dc,2007-10-02,,999-55-9695,S99947111,,Ms.,Teri144,Layne115,Hilpert278,,,,other,nonhispanic,F,Rockland  Massachusetts  US,1038 Quitzon Lock Suite 18,Waltham,Massachusetts,Middlesex County,25017,02472,42.366710676840846,-71.20453306255423,56290.31,14020.92,74220
06fe0fa1-aba9-b4f6-6231-5f41bd42492d,1967-05-02,,999-90-2097,S99976378,X61752164X,Mr.,Dong972,,Borer986,,,S,white,nonhispanic,M,Boston  Massachusetts  US,688 Yundt Camp Suite 41,Northbridge,Massachusetts,Worcester County,,00000,42.144491802492,-71.66832803487107,151592.96,30117.99,37398
e4dffd18-650e-d1a9-f0bb-df102547605e,1994-02-14,,999-81-8799,S99951945,X64900434X,Mrs.,Alejandrina481,,O'Hara248,,Wisoky380,M,white,nonhispanic,F,Monomoscoy Island  Massachusetts  US,234 Kuhn Gardens Apt 2,Boston,Massachusetts,Suffolk County,25025,02136,42.28274948068507,-71.17424316256192,73169.37,310441.11,185567
6550f07d-78c7-bd66-5faa-a6aa4604e490,2005-10-30,,999-88-4335,S99949366,X37108853X,Mr.,Junior695,Rory188,Cremin516,,,,white,nonhispanic,M,Lynn  Massachusetts  US,520 Reynolds Grove Apt 81,Yarmouth,Massachusetts,Barnstable County,,00000,41.7202906256758,-70.25182290604654,98407.46,550108.57,26493
50ad813c-cbc2-47aa-eaaa-8694cbcd66c9,2022-08-24,,999-15-2028,,,,Randal152,Walton167,Gusikowski974,,,,white,nonhispanic,M,Vineyard Haven  Massachusetts  US,423 Cassin Center Apt 5,Agawam,Massachusetts,Hampden County,25013,01030,42.08870215095944,-72.63298083819818,695.86,16768.72,23092
a7b1943e-4400-ed7b-2b1f-67b40f8f36e2,1976-04-13,,999-41-4188,S99974397,X64895012X,Mr.,Rosario163,,Runolfsson901,,,M,white,nonhispanic,M,Boston  Massachusetts  US,279 Pfannerstill Pathway,Milton,Massachusetts,Norfolk County,25021,02186,42.22887244291295,-71.11183655990015,138573.06,21289.42,837723
5fb3b9bc-eba6-e693-4e05-6bd91dbea56b,2017-10-29,,999-91-1975,,,,Galen747,Scott935,Koelpin146,,,,white,nonhispanic,M,Holbrook  Massachusetts  US,168 Murazik Terrace,Quincy,Massachusetts,Norfolk County,25021,02170,42.26048604451153,-71.02512729234769,30655.65,0.00,46761
f9dd6522-9d7a-93cd-c9c9-4fe118627441,1991-08-03,,999-21-2090,S99961847,X29149141X,Mrs.,Peggie783,Ima629,Thompson596,,Wiza601,M,white,nonhispanic,F,Dracut  Massachusetts  US,434 Koelpin Arcade,West Springfield,Massachusetts,Hampden County,25013,01089,42.09090611901511,-72.61294556640303,117818.60,232484.91,76020
23c94034-f050-04d5-c5a3-2d42bf3ccc7f,2024-07-04,,999-76-8806,,,,Talitha643,,Bergnaum523,,,,white,hispanic,F,Newton  Massachusetts  US,800 Schmitt Boulevard Apt 23,Cambridge,Massachusetts,Middlesex County,25017,02140,42.41303081195031,-71.10684163466209,6209.54,0.00,182688
18b101ed-6582-7193-5a1a-cac8e8de151c,2012-02-19,,999-47-2612,,,,Ivory697,Sam879,Miller503,,,,white,nonhispanic,M,Watertown  Massachusetts  US,359 Nitzsche Crossing,Westfield,Massachusetts,Hampden County,25013,01086,42.1084287062702,-72.72799251708312,31996.39,19557.98,28203
2c3c0f63-b752-a2d6-5995-fdaee2f0500d,1983-02-01,,999-99-8327,S99983819,X30250561X,Ms.,Muriel394,Rikki26,Zemlak964,,,S,white,nonhispanic,F,Chicopee  Massachusetts  US,411 Gaylord Frontage road Suite 67,Fall River,Massachusetts,Bristol County,25005,02720,41.70374949743739,-71.14969978179913,168209.23,537950.46,27008
06eb6dda-a918-928f-76cf-6bf370cf2014,2017-08-17,,999-92-3855,,,,Kenneth671,Vincent299,Ritchie586,,,,white,nonhispanic,M,Braintree  Massachusetts  US,343 Wisozk Hollow,Saugus,Massachusetts,Essex County,25009,01906,42.47477453992514,-70.99558658254415,15510.78,1642.82,97576
6e6a4d89-4709-5549-d696-94a38122b047,1986-04-13,,999-17-3257,S99993415,X7148000X,Mrs.,Jammie261,Madge238,Hoppe518,,Gaylord332,M,white,nonhispanic,F,Gill  Massachusetts  US,845 Streich View Unit 45,Boston,Massachusetts,Suffolk County,25025,02109,42.37107534324914,-71.11434439247643,158218.45,1018575.92,27257
ce2e160d-4a41-c64a-859f-2653d0ec39ad,1991-05-05,,999-82-8005,S99974863,X57873615X,Mr.,Bradly656,,Zemlak964,,,M,white,nonhispanic,M,Dover  Massachusetts  US,595 Parisian Avenue,Boston,Massachusetts,Suffolk County,25025,02120,42.29273594993021,-71.09616125989548,57143.34,185319.08,198717
17cb5ccc-4c1f-9747-f535-e57cd464679d,2017-01-08,,999-74-5756,,,,Jefferson174,Renaldo199,Dach178,,,,white,nonhispanic,M,Millis  Massachusetts  US,804 Nolan Haven,Bridgewater,Massachusetts,Plymouth County,25023,02324,41.92778005644695,-70.98367305461909,35321.96,1611.39,97196
580c9794-bac7-bc0f-4620-c3af0400250e,2024-06-01,,999-13-2438,,,,Tonette11,,Rosenbaum794,,,,white,nonhispanic,F,Boston  Massachusetts  US,1022 Bechtelar Burg,Springfield,Massachusetts,Hampden County,25013,01013,42.16531323309517,-72.5714366576738,561.78,7594.29,8857
55133401-cd51-32bc-3046-82cb0a11d3da,1969-11-22,,999-94-9046,S99952406,X83057366X,Mr.,Joesph309,Young120,Blanda868,,,M,white,nonhispanic,M,Douglas  Massachusetts  US,746 Treutel Ferry,Lynn,Massachusetts,Essex County,25009,01907,42.423071385257124,-70.94052200222924,68781.68,101601.61,25783
fdadcb3a-7a83-afc5-1bd4-c99d0c6d4bc8,1972-05-20,,999-39-1492,S99977857,X78215961X,Mrs.,Torrie697,,Halvorson124,,Adams676,M,white,nonhispanic,F,Watertown  Massachusetts  US,468 Langosh Hollow,Bourne,Massachusetts,Barnstable County,25001,02532,41.765245872377925,-70.58350398710135,151605.99,234067.46,413513
c66e4f6a-5dd7-04e6-a6c2-b9f4122446d2,1956-05-30,,999-38-9157,S99956346,X58483083X,Mr.,Xavier983,Toby274,VonRueden376,,,M,white,nonhispanic,M,Greenfield  Massachusetts  US,1089 Hahn Way Unit 93,Yarmouth,Massachusetts,Barnstable County,,00000,41.715402391417044,-70.27307585261315,13425.40,286848.67,22153
994d6249-48af-8064-c677-0fb58b1b59a8,1951-09-12,2005-05-31,999-83-4738,S99941135,X18234225X,Mr.,Hai304,,Marvin195,,,D,white,nonhispanic,M,Pittsfield  Massachusetts  US,471 Mosciski Center Apt 23,Peabody,Massachusetts,Essex County,25009,01960,42.556539268829276,-70.9789267585948,14964.71,789709.35,2326
e78d61ea-e608-9f53-f746-45244e1b25b0,2008-10-11,,999-28-3772,S99916032,,,Lewis216,Virgil85,Witting912,,,,white,nonhispanic,M,Winchester  Massachusetts  US,477 Ullrich Passage Unit 53,Westfield,Massachusetts,Hampden County,25013,01085,42.107019915624775,-72.72110495510819,47848.79,9037.07,59674
e632520a-2e4f-3419-c0f1-1f7b89f11d9c,1964-11-06,,999-67-4307,S99977214,X62994492X,Ms.,Katherine209,Lieselotte680,Schamberger479,,,S,white,nonhispanic,F,Springfield  Massachusetts  US,676 Konopelski Vista Unit 69,Rockland,Massachusetts,Plymouth County,,00000,42.10281268055316,-70.90121885041935,329330.25,496806.77,138280
bec25def-e2ce-2fe3-4022-747293bc775e,1963-09-07,,999-21-7720,S99962949,X16268958X,Mr.,Martín25,,Cervántez278,,,M,white,hispanic,M,San Jose  San Jose  CR,357 Schmidt Way,Boston,Massachusetts,Suffolk County,25025,02215,42.30584940064272,-71.10392726235979,180005.86,114689.64,875378
2bbd76b7-e9a4-0597-7752-c228b9ffe6c1,1963-04-21,,999-80-3561,S99941111,X34750058X,Mrs.,Lois157,,Bode78,,Nienow652,W,black,nonhispanic,F,Boston  Massachusetts  US,650 Olson Station,Winthrop,Massachusetts,Suffolk County,25025,02128,42.40104541253845,-71.02318625295315,210534.85,1133864.24,193916
4760e5e7-fa82-b084-95cb-bb4564d42496,1953-12-25,,999-59-3765,S99993893,X53559438X,Mrs.,Genoveva361,Lilliam592,Hand679,,Morar593,M,white,nonhispanic,F,Chelmsford  Massachusetts  US,852 Runolfsson Lane Apt 56,Plympton,Massachusetts,Plymouth County,,00000,41.98891394871307,-70.83148546014188,755539.26,322232.62,77958
8c5fa9a2-4100-1e1c-1287-7effbfe0c0d2,1981-01-19,,999-72-6214,S99981453,X21094887X,Mrs.,Rubie803,Angle307,Smitham825,,King743,M,white,nonhispanic,F,Malden  Massachusetts  US,685 Batz Trafficway,Everett,Massachusetts,Middlesex County,25017,02149,42.44898777553662,-71.03233660443625,18052.35,1545884.23,18729
8580a690-4d97-5739-4f07-788ad44e6f04,1999-05-20,,999-65-6808,S99964413,X69145969X,Mr.,Brady998,Julian715,Schmidt332,,,,white,nonhispanic,M,North Falmouth  Massachusetts  US,1006 Crist Union,Sandisfield,Massachusetts,Berkshire County,,00000,42.094421988738404,-73.16173333162003,34596.07,408301.72,25768
cf418f8d-045f-313a-8ebf-92be6629a84d,1987-10-21,,999-91-3434,S99964443,X19061188X,Mr.,Rayford811,Jude172,Glover433,,,M,white,nonhispanic,M,Boston  Massachusetts  US,138 Krajcik Walk Suite 54,Lowell,Massachusetts,Middlesex County,25017,01850,42.68764078027747,-71.29506351500366,157614.35,603791.53,64510
483e25a3-67ac-6cf9-d374-28ee0adc2035,1974-07-23,,999-91-9744,S99986139,X19953418X,Mrs.,Raisa16,Maricruz991,Hyatt152,,Schultz619,M,white,nonhispanic,F,Malden  Massachusetts  US,336 Klein Well Apt 3,Rockland,Massachusetts,Plymouth County,,00000,42.15999384842387,-70.93793322528009,17984.46,886672.49,16094
f7adc5f3-fc3c-f928-7cd1-d8d3a49f3c38,1992-11-09,,999-83-1042,S99940509,X10494312X,Mrs.,Adah626,Flo729,Carroll471,,Veum823,M,white,nonhispanic,F,Dartmouth  Massachusetts  US,308 Deckow Union,Arlington,Massachusetts,Middlesex County,25017,02474,42.38960314045374,-71.15749815709928,99089.83,378332.83,135663
0399299d-024a-c139-e8b4-6ae7c67bc004,1971-10-08,,999-36-5453,S99970361,X79924151X,Mr.,Harry448,Will178,Streich926,,,M,white,nonhispanic,M,Grafton  Massachusetts  US,609 Breitenberg Branch Unit 65,Hudson,Massachusetts,Middlesex County,25017,01749,42.39119548131035,-71.55583676937698,93750.75,35345.84,120197
1da1ccef-4f88-f506-730e-c4189e2e5539,1997-08-20,,999-44-1304,S99942150,X58295336X,Mr.,David908,Víctor493,Parra592,,,S,white,hispanic,M,Santiago de los Caballeros  Santiago  DO,693 Kunze Club,Wayland,Massachusetts,Middlesex County,,00000,42.314963918273264,-71.33313606957459,34490.55,25661.41,302612
61f0d3ca-b4c9-52e3-eef6-e52d42080cdd,2015-05-03,,999-45-1720,,,,Ana972,Marcia467,Nikolaus26,,,,white,nonhispanic,F,North Westport  Massachusetts  US,140 Cremin Forge,Everett,Massachusetts,Middlesex County,25017,02149,42.45488241408051,-71.06342593357891,10710.00,12767.42,29507
8e6f1056-7af7-9eab-f985-c9c9c13e0095,2002-01-13,,999-77-8168,S99986360,X87462280X,Ms.,Rochel591,Machelle279,Runte676,,,,hawaiian,nonhispanic,F,North Adams  Massachusetts  US,469 Rau Landing Apt 99,Leominster,Massachusetts,Worcester County,25027,01420,42.56537935481992,-71.81456145304226,91280.82,70136.81,51222
e5280b6f-e37f-bb0b-15b2-2c6ceaffcd4a,1999-11-01,,999-53-7323,S99980031,X10408293X,Mr.,Lyman173,Damian46,Zulauf375,,,,white,nonhispanic,M,Bridgewater  Massachusetts  US,461 Zulauf Ramp,Malden,Massachusetts,Middlesex County,25017,02148,42.45872055193795,-71.15531812503838,10549.45,55633.31,24819
955dbe2e-6cad-28a6-5b0c-79a3f657c4e8,1968-09-25,,999-60-2461,S99960045,X42716702X,Mrs.,Maragaret140,Virgie92,Cummings51,,Trantow673,M,white,nonhispanic,F,Lynn  Massachusetts  US,437 Kub Light,Medford,Massachusetts,Middlesex County,25017,02155,42.40844944257819,-71.07417990784005,277463.84,369532.54,136334
715724a5-2018-a4ef-8f62-42ec13f9c91d,1942-01-17,,999-84-8728,S99993088,X78581058X,Ms.,Rosella686,Ryan260,Parker433,,,S,white,nonhispanic,F,Southbridge  Massachusetts  US,789 Weissnat Burg,Wakefield,Massachusetts,Middlesex County,25017,01880,42.46288022737474,-71.03497924381752,717785.82,324810.50,62618
b030e4fd-ddca-e127-00bb-0d64d7d8d246,1971-09-09,,999-63-1707,S99994123,X64296241X,Mr.,Galen747,,Kuhn96,,,M,white,nonhispanic,M,Lawrence  Massachusetts  US,529 McDermott Rest,Winchester,Massachusetts,Middlesex County,25017,01890,42.445409572951995,-71.12451004909079,137521.20,38506.59,170724
429c0ce7-01f1-b23c-fe3c-0a1d24bc3cb9,2005-12-29,,999-51-6177,S99913509,X62183798X,Ms.,Gretchen912,Hettie215,Renner328,,,,white,nonhispanic,F,Quincy  Massachusetts  US,910 Balistreri Divide Unit 65,North Amherst,Massachusetts,Hampshire County,25015,01059,42.39737368457211,-72.47276855981927,52163.45,16440.00,27774
65c4ede4-d442-1e7d-3106-30668bda826d,2013-08-26,,999-95-3278,,,,Duane703,Lonnie913,Welch179,,,,white,nonhispanic,M,Dartmouth  Massachusetts  US,142 Christiansen Camp,Worcester,Massachusetts,Worcester County,25027,01604,42.20542644021017,-71.81131590612108,4204.76,53782.41,17368
d25deaa9-e42d-6346-f328-481a382e8e88,2001-09-06,,999-55-5947,S99996684,X16161823X,Mr.,Sheldon401,Wesley533,Stoltenberg489,,,,white,nonhispanic,M,Attleboro  Massachusetts  US,889 Roberts Gardens Apt 3,Fairhaven,Massachusetts,Bristol County,,00000,41.66766903508627,-70.83872440338688,46298.57,7645.34,34829
d5ccc11b-8f52-be82-1d8f-86b67bc393dc,1953-11-22,2021-10-03,999-18-7984,S99938752,X73956232X,Mrs.,Merry217,,Boyer713,,Langworth352,D,white,nonhispanic,F,Sharon  Massachusetts  US,623 Weimann Hollow Apt 68,Peabody,Massachusetts,Essex County,25009,01940,42.526658025986954,-71.08647920965701,417248.55,1173864.54,176496
a8c03f84-210e-e947-84c6-2eeb60f5b1a9,1993-11-19,,999-35-1370,S99944870,X55055942X,Mr.,Wallace647,,Powlowski563,,,M,white,nonhispanic,M,Somerville  Massachusetts  US,1032 Bogan Lodge,West Yarmouth,Massachusetts,Barnstable County,25001,02673,41.67347588352241,-70.25648226394198,58842.51,7116.88,37102
a060ad2b-a93a-a1a6-b3ae-e187655ab0a3,1970-04-11,,999-32-8854,S99959739,X10681015X,Mr.,Kurt412,Sherman440,Legros616,,,M,white,nonhispanic,M,Winthrop  Massachusetts  US,376 Satterfield Route,North Adams,Massachusetts,Berkshire County,25003,01247,42.70037535713159,-73.11969858587234,11695.86,265834.98,18016
92d32bde-6f58-766d-1ecc-bd45d93ec272,1977-09-12,,999-17-3173,S99980444,X12496226X,Mrs.,Jeraldine574,Santos184,Reichel38,,Bins636,D,other,nonhispanic,F,Stoughton  Massachusetts  US,1008 Murazik Track,Ashland,Massachusetts,Middlesex County,,00000,42.20963288686398,-71.4486537728732,11033.95,198662.68,17006
96a88082-137f-80a2-5283-862ed9b56be9,1966-08-24,,999-29-3163,S99932356,X23290058X,Mrs.,Sharda101,Krystina167,Zemlak964,,Grady603,M,white,nonhispanic,F,Holyoke  Massachusetts  US,369 Roberts Mall,Cochituate,Massachusetts,Middlesex County,,00000,42.32943037240123,-71.32361134290973,174798.78,22673.03,131812
6978c208-c871-4995-f6c7-4fa77fcdbb4a,1951-09-12,,999-36-5191,S99939547,X2997366X,Mr.,Reynaldo722,,Hamill307,,,S,white,nonhispanic,M,Taunton  Massachusetts  US,638 Upton Mill,Peabody,Massachusetts,Essex County,25009,01940,42.545943369391786,-71.03079117749894,14334.23,333148.26,2326
d56d5655-2596-9bf6-4d4a-f62aa25c944a,1963-06-07,,999-92-6653,S99969820,X86827299X,Mrs.,Kathlyn335,Sarah635,Grady603,,Wilderman619,D,white,nonhispanic,F,Boston  Massachusetts  US,442 Murazik Track Unit 99,East Brookfield,Massachusetts,Worcester County,25027,01515,42.20780689438241,-72.0640272594513,326993.04,101912.74,91894
7cfa80d2-3524-69e2-3f75-3559d3214f32,2004-07-18,,999-39-8935,S99988107,X74655816X,Ms.,María Cristina383,Norma469,Jaramillo133,,,,white,hispanic,F,Portsmouth  Saint John Parish  DM,421 Barrows Forge Suite 83,Boston,Massachusetts,Suffolk County,25025,02124,42.27965723495933,-71.11539178995567,5412.24,88873.61,10196
e753f96c-9730-5366-3dda-dc27f39002a2,1961-09-25,,999-98-1102,S99986599,X23986374X,Mr.,Daren950,,Reynolds644,,,D,white,nonhispanic,M,Mendon  Massachusetts  US,559 Murphy Pathway Unit 62,New Bedford,Massachusetts,Bristol County,25005,02743,41.56119704912411,-70.91881525155576,11228.93,260201.42,9292
bcec5d06-fef8-2b77-69a9-332c43bc2233,2002-01-28,,999-36-3310,S99921398,X80479027X,Mr.,Reyes140,Gonzalo160,Boyer713,,,,white,nonhispanic,M,Rockland  Massachusetts  US,1094 Bahringer Mill Suite 73,Dennis Port,Massachusetts,Barnstable County,25001,02639,41.66813072743008,-70.11346328375468,21704.57,44210.61,23763
daf8f87e-f818-7c57-c447-e322209f28b3,2019-01-28,,999-77-8568,,,,Zelda766,,Yundt842,,,,white,nonhispanic,F,Agawam  Massachusetts  US,451 Kohler Throughway Apt 23,Randolph,Massachusetts,Norfolk County,25021,02368,42.14124234822864,-71.04005273797496,10536.55,12118.11,190367
56f9aa9c-814a-a5fa-defa-c4f5540dc0a8,2015-08-12,,999-40-1359,,,,Meridith488,Wesley533,Thiel172,,,,white,nonhispanic,F,Sandwich  Massachusetts  US,370 Bayer Camp,Cohasset,Massachusetts,Norfolk County,,00000,42.23796405018564,-70.79415551068548,20431.37,25374.59,77942
c6814385-c565-06bc-cbf9-8ad36e67bba8,2017-03-11,,999-32-7799,,,,Oscar384,Darrell400,Jacobs452,,,,white,nonhispanic,M,Melrose  Massachusetts  US,649 Fay Branch,Medway,Massachusetts,Norfolk County,,00000,42.146303064934735,-71.43905930814591,14138.04,15689.42,764842
b9b70ff7-6ecb-a8df-d07f-a6cc89ab5849,2025-06-05,,999-73-9323,,,,Candis134,Stefanie819,White193,,,,white,nonhispanic,F,Plymouth  Massachusetts  US,130 Wolff Branch Unit 96,Lowell,Massachusetts,Middlesex County,25017,01854,42.62100138314826,-71.2790273251009,3717.68,0.00,108471
c20e3ef0-17fe-82f0-251f-8db73bee527f,1984-06-19,,999-19-5847,S99934394,X79528228X,Mr.,Jerrell6,Ryan260,McGlynn426,,,M,asian,nonhispanic,M,Northampton  Massachusetts  US,991 Fisher Corner Apt 42,Boston,Massachusetts,Suffolk County,25025,02203,42.31589834313074,-71.12480933948481,92614.53,21727.38,113334
f6551cf2-a3ff-3194-689c-5f8b162050a1,1961-06-29,,999-74-3782,S99999456,X18882308X,Ms.,Elisa944,Consuelo468,Batz141,,,S,asian,nonhispanic,F,Tokyo  Tokyo  JP,889 Farrell Mill Unit 60,Northampton,Massachusetts,Hampshire County,25015,01053,42.33938207230268,-72.69582099895803,453042.77,774669.46,120832
ccd0ca16-850b-a065-117f-86a663f91bcd,1998-11-23,,999-95-8934,S99918410,X34168834X,Mr.,Nathanael908,,Hansen121,,,,white,nonhispanic,M,Quincy  Massachusetts  US,1090 Gibson Light Suite 31,North Amherst,Massachusetts,Hampshire County,25015,01059,42.435487245940315,-72.49930737718002,59962.29,6827.82,175896
28fe5454-0301-961c-85a0-b1f787314069,2009-07-11,,999-66-3787,S99986501,,,Mel236,,Grimes165,,,,white,nonhispanic,M,Blackstone  Massachusetts  US,631 Yundt Terrace,Winchendon,Massachusetts,Worcester County,25027,01475,42.696735071838674,-72.09242998270855,2924.34,44908.58,6304
d2bfeab4-a47f-4b25-61ce-03bfb275a4b1,1999-04-28,,999-24-7918,S99928748,X60036769X,Mr.,Parker433,Florencio463,Hintz995,,,,white,nonhispanic,M,Springfield  Massachusetts  US,212 O'Reilly Course,Cambridge,Massachusetts,Middlesex County,25017,02141,42.35400149905838,-71.08560614096595,72033.43,23389.35,148708
b9e042d0-823d-0396-d50a-87eadb3e0fd3,2001-01-28,,999-77-5871,S99973277,X61760066X,Ms.,Guillermina633,Alicia629,Gamez720,,,,white,hispanic,F,Carolina  Puerto Rico  PR,465 Stehr Center,North Reading,Massachusetts,Middlesex County,,00000,42.60273933927283,-71.13323156509567,557330.70,5418.16,90696
a9e845ae-5256-5c56-9514-d2636d86d5d8,1953-11-22,2003-08-12,999-21-6170,S99979372,X66119540X,Mrs.,Antonia30,,Tremblay80,,Waters156,M,white,nonhispanic,F,East Longmeadow  Massachusetts  US,121 Windler Course Apt 84,Peabody,Massachusetts,Essex County,25009,01940,42.552607201306536,-71.01926049859742,171629.01,138657.14,176496
82312251-db0a-9697-d152-8f86a1274d79,1971-03-03,,999-53-5812,S99983586,X13619487X,Mrs.,Maryann106,Kali995,Daniel959,,Koch169,D,white,nonhispanic,F,Worcester  Massachusetts  US,875 Gerhold Forge,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.46754986577182,-73.30422185011362,208341.71,709968.90,29185
d9ac2d36-6c6a-b179-31c1-6545f16148b9,2009-09-22,,999-18-4001,S99966722,,,Tomas436,Emmanuel930,Schimmel440,,,,other,nonhispanic,M,Danvers  Massachusetts  US,291 Predovic Corner,Falmouth,Massachusetts,Barnstable County,25001,02540,41.561048606336705,-70.58521350425978,34539.55,1843.38,76936
9d3551b7-0a4f-1874-320c-36e470808932,1951-12-23,1954-11-20,999-19-6161,,,,Denver542,Rico947,Witting912,,,,white,nonhispanic,M,Southbridge  Massachusetts  US,199 Lowe Manor Apt 70,Taunton,Massachusetts,Bristol County,25005,02780,41.87530751472709,-71.00069513926536,24738.51,13671.83,45280
6047419c-a879-7748-7d02-5875cb8c9a89,1992-05-31,,999-97-2480,S99978794,X85557317X,Mrs.,Cira533,Brett333,Purdy2,,McClure239,M,white,nonhispanic,F,New Bedford  Massachusetts  US,733 Block Haven,Medford,Massachusetts,Middlesex County,25017,02145,42.42713839757508,-71.05091307081997,279457.23,744589.46,69948
8c8ada4e-c0d8-4abb-5cf8-adecff77bd35,2024-11-16,,999-75-6466,,,,Jen355,,Anderson154,,,,white,nonhispanic,F,South Duxbury  Massachusetts  US,1034 Dooley Trailer,Wareham,Massachusetts,Plymouth County,,00000,41.727719335926764,-70.66023636983948,5498.02,422.86,192655
9d361982-b058-0cea-4715-a66fa5d38e99,1968-03-08,,999-89-2335,S99925290,X25311261X,Mr.,Garrett899,Lyle846,Bartell116,,,S,white,nonhispanic,M,Sharon  Massachusetts  US,563 Hammes Mission,Rowley,Massachusetts,Essex County,25009,01969,42.748274568853816,-70.85156140084119,154261.17,78151.07,61634
cb7ce8c8-c3cb-6ad3-c64d-747e64fa9a5f,1979-12-14,,999-97-3583,S99971661,X84207485X,Mrs.,Jenise920,Magali989,Stamm704,,Schmidt332,M,black,nonhispanic,F,Walpole  Massachusetts  US,431 Predovic Path,Ludlow,Massachusetts,Hampden County,,00000,42.221588288578396,-72.50251674646347,13517.86,487394.85,13020
b274b53d-66eb-0cfe-9d2c-0da7e3d0aa26,1970-09-01,,999-97-4080,S99924427,X80074071X,Mr.,Lenard338,Horacio317,McKenzie376,,,S,white,nonhispanic,M,West Springfield  Massachusetts  US,670 Barrows Arcade,Whitman,Massachusetts,Plymouth County,,00000,42.047717659030845,-70.94236881015021,175318.60,47155.46,143769
8af9d5d7-2600-556b-5158-64501509f9f5,2009-06-13,,999-44-5510,S99920661,,,Hedy234,Avery919,Lehner980,,,,white,nonhispanic,F,Worcester  Massachusetts  US,1091 Mayert Trace Unit 27,Brockton,Massachusetts,Plymouth County,25023,02302,42.13017832195985,-71.05038776545678,59601.19,48142.64,55809
27181dd6-98fe-9cef-b255-7f44eb3e3365,2008-07-10,,999-52-2374,S99962141,,,Yong583,,Zulauf375,,,,white,nonhispanic,M,Weymouth  Massachusetts  US,808 Erdman Branch Unit 48,Woburn,Massachusetts,Middlesex County,25017,01801,42.47531749437516,-71.17672740399233,21781.86,56453.53,182803
b85a172f-e790-42a2-847e-50950f0f25ee,2011-11-08,,999-76-4028,,,,Odis959,Genaro214,Schiller186,,,,white,nonhispanic,M,Framingham  Massachusetts  US,209 Hintz Manor,Sterling,Massachusetts,Worcester County,,00000,42.4704074147685,-71.79807424122262,23287.21,14838.81,69671
dce20b69-20f0-bd7e-98ef-7d74b7d74b77,1945-06-22,2021-05-12,999-34-4823,S99973093,X7353848X,Ms.,Selena146,Bennie663,Tillman293,,,S,white,nonhispanic,F,Revere  Massachusetts  US,715 Gusikowski Flat,Stoughton,Massachusetts,Norfolk County,,00000,42.11297009960393,-71.15252410302871,20593.03,1465930.97,20111
fc2798ca-88d0-3fbd-9e43-851cc245a201,2011-09-24,,999-64-6695,,,,Kayleen757,Felisa186,Swift555,,,,white,nonhispanic,F,Weymouth  Massachusetts  US,574 Keebler Crossing,Springfield,Massachusetts,Hampden County,25013,01109,42.127446927548405,-72.47480922227516,55153.23,0.00,42932
63469bf1-a127-7393-2deb-7a1d0891c948,2007-06-12,,999-54-2083,S99916017,,Ms.,Charis952,Windy313,Swaniawski813,,,,white,nonhispanic,F,Bellingham  Massachusetts  US,233 Bosco Crossroad Apt 25,Mansfield,Massachusetts,Bristol County,,00000,41.999394128842106,-71.18978153038624,3847.76,89747.41,10973
03e733d5-721a-3740-11f3-dc05fc74c8ed,1992-07-11,,999-69-2901,S99957266,X7942832X,Mr.,Terrance440,Raymon366,Kuhic920,,,M,native,nonhispanic,M,New Bedford  Massachusetts  US,1047 MacGyver Bypass,Douglas,Massachusetts,Worcester County,,00000,42.02940804951367,-71.78805353489129,243903.14,372305.71,79021
1a578c2a-84e6-3705-622a-333ff6951ed9,1993-06-01,,999-10-7996,S99912481,X19679339X,Mr.,Zachery872,Adolph80,Gislason620,,,M,white,nonhispanic,M,Marlborough  Massachusetts  US,977 Mosciski Avenue,Waltham,Massachusetts,Middlesex County,25017,02452,42.33027384317174,-71.22335033189096,20791.10,90950.67,116906
1a965d90-6476-30d5-4ae6-a8ace70d483b,2005-06-25,,999-56-2970,S99935301,X83860232X,Ms.,Yuk263,,Mante251,,,,white,nonhispanic,F,Berlin  Massachusetts  US,1066 Veum Dale Unit 10,Springfield,Massachusetts,Hampden County,25013,01199,42.06057627095039,-72.58281392395142,4799.79,73828.94,8149
5c8956ba-3359-155e-a6f4-0e1d5bc43a77,1943-07-17,,999-61-3320,S99955232,X3984959X,Ms.,Tijuana228,Allena79,Nolan344,,,S,white,nonhispanic,F,Randolph  Massachusetts  US,797 Keebler Heights,Hubbardston,Massachusetts,Worcester County,,00000,42.461717174526534,-72.0160132420465,942689.24,428426.16,46903
6b3a4e2a-af8e-8780-e943-8fb27c617120,2013-12-10,,999-49-2857,,,,Arnulfo253,Rolland302,Wilderman619,,,,white,nonhispanic,M,Salem  Massachusetts  US,282 Tromp Camp,Medford,Massachusetts,Middlesex County,25017,02155,42.37413732221345,-71.09068897336434,21682.77,9215.52,28914
